89b5443252677be, 52.09319, 5.17695
896326c3e14b5c2, 52.08017, 5.16125
89fa132b2821409, 51.41972, 5.50334
898e2394712bd2c, 51.46578, 5.5221
89df88c01c5d375, 52.05469, 5.119
8947d4823562561, 52.10705, 5.13061
8923a24a0c47657, 51.94535, 4.51494
89cf8728790df33, 51.90919, 4.45792
897df7e0ca6a6f7, 52.1056, 5.13254
8900b3581cd6ec3, 52.05785, 5.06818
8919eb8c2a35840, 52.36298, 4.90663
8917722e7a09e1d, 52.33967, 4.84363
89f51aaedc99a91, 51.40426, 5.44594
891471d28d62842, 51.47999, 5.45092
89789fcc7e414bb, 51.95784, 4.51581
89bcf96a911d280, 51.90016, 4.49205
890f5c9b5567ac0, 52.38348, 4.8606
899f0d0666540d6, 52.33935, 4.84197
89320e6ff14c88f, 51.95763, 4.51981
89115866d9b5d07, 51.91335, 4.45377
89b90693526bd48, 52.07719, 4.28746
89cada6507dfd33, 52.05223, 4.32063
89f496ab23d0ee3, 52.04473, 4.29302
8979e2c729257d8, 52.05596, 4.32588
8944f1370adc963, 52.34498, 4.84592
893892c864e6d46, 52.38706, 4.85387
896000d1a335ea2, 52.11078, 5.13259
89daaf41b19fbca, 52.1072, 5.13543
89838ee868889eb, 51.48256, 5.45089
890c622fa58b9a6, 51.41812, 5.50513
8913be4059be3a7, 51.40649, 5.45487
8982f651f8c8717, 51.40833, 5.44349
89ee7f3a87a47b9, 52.3397, 4.84998
898d3b4aaa5704d, 52.36684, 4.93222
89bc6045272ac13, 52.06058, 5.07112
89a60d07800fb0a, 52.10687, 5.1383
89b111c44ebdfc9, 51.95846, 4.52482
89382a76cc55653, 51.88518, 4.43505
89838191748d8d1, 52.05715, 5.12198
89a60a4045e5ee4, 52.0601, 5.07344
890d90e02fce5eb, 52.3853, 4.8602
8967f7f32cd31f3, 52.35877, 4.90065
896e81efdf369a4, 52.09194, 4.30978
892d5f7e506a78a, 52.08941, 4.24913
89365f1e5a29395, 52.34462, 4.84438
89150bc669fcb1f, 52.36697, 4.93133
894685a251d6e1e, 51.95855, 4.51971
8956d0345a5cc86, 51.9436, 4.52049
8977f4fc6f38947, 52.38321, 4.85809
89962af1d6ef470, 52.34071, 4.84148
897554287049984, 51.9434, 4.51788
89f2594df1e345f, 51.94737, 4.51849
89938574e3c16aa, 52.03383, 4.33594
8977919494178fa, 52.09367, 4.31067
89920166e28e6ec, 51.40771, 5.45669
89c79a8d455921b, 51.40854, 5.44365
8966321cc5cda01, 52.36623, 4.92825
898c4e149edef63, 52.38657, 4.85667
89842c7c325a32c, 52.09407, 4.3076
899a0c1179afc2c, 52.09097, 4.30425
89c6395c5110510, 52.05773, 5.07175
89d9ccc1027c512, 52.05315, 5.12191
8946cdd3853d9f6, 51.91347, 4.45455
89b231bffca3d12, 51.9587, 4.52059
8960a1661c5e638, 52.34085, 4.84816
89b8ece9e789d3f, 52.34006, 4.84298
8939f4dc1894bd7, 51.47954, 5.4514
89d50af1fc22e36, 51.46183, 5.51612
89c580e46fe2dd8, 52.33036, 4.90335
89724eefd58e9fd, 52.36274, 4.9017
89241e36166a15f, 51.40943, 5.44974
895978a99929089, 51.46641, 5.51544
896054d79a4a015, 52.10887, 5.13809
895bc6ec2dde47f, 52.09551, 5.17871
8904b7192478664, 52.08235, 4.28554
8927da31fc542ad, 52.09643, 4.30355
89658759f2ff801, 51.46722, 5.51603
89eeb509422d7ef, 51.46507, 5.51754
8914baf8aa08245, 52.34098, 4.84301
89bee7f3adb6ca3, 52.36238, 4.9302
891d56f64559171, 52.36704, 4.93144
891ee9f14b0f98e, 52.36133, 4.90356
89185e9447fdfa4, 52.04403, 4.29123
89af86656bcf7dc, 52.02991, 4.33542
8907de3bee545f1, 51.46571, 5.51625
89ea502962728c7, 51.40685, 5.44141
89e7a58795eb031, 52.0946, 5.17167
89e4c3108b9bacc, 52.05461, 5.12214
8958a470846f112, 52.09336, 4.30585
890d5e8072d305d, 52.09313, 4.30647
899a1295cfc59f7, 51.94315, 4.51326
899ac08e2e74d08, 51.95498, 4.52236
894153b5560af92, 52.36295, 4.92832
89390741daa1e72, 52.34495, 4.84732
89257b92f8045d3, 52.05392, 5.11883
89c44335c7f953f, 52.0593, 5.07507
8948595696f92ec, 52.08427, 5.16124
89ea6c344a32676, 52.09552, 5.17885
894751b32269f95, 51.40916, 5.45186
89ca9fccdc29b66, 51.48114, 5.449
8986196f7793951, 52.38819, 4.8533
898e35187a8a155, 52.34462, 4.85073
895dc22cfe3d409, 52.09538, 5.17541
894bf33b09fc68b, 52.10594, 5.12984
892d183c6391521, 51.88725, 4.43106
89fffad9b43cf5d, 51.89538, 4.49419
89426425a384168, 52.05291, 4.32314
89f8a17f8598bb5, 52.02969, 4.33389
89bc2e95eb9495e, 52.40069, 4.9484
898a48bc36f85e9, 52.34219, 4.84472
8929a59053a1c2a, 52.33128, 4.89962
89fc027d4efd049, 52.3392, 4.8503
894f2c32ce35ec1, 52.34148, 4.84264
8924837edefd7d8, 52.36301, 4.92835
89aad18b6960a8d, 52.36407, 4.93011
8916e42d648bba7, 52.38329, 4.86213
8923b978ea3936f, 51.91364, 4.45798
895b48359416033, 51.90909, 4.43833
891248ba3f25a59, 52.08117, 4.28819
895759892f5114d, 52.09089, 4.24657
892d18b65eaf4b1, 51.46237, 5.51754
8938a41a9e0481c, 51.40753, 5.45062
8925eed6bd82ddd, 51.94428, 4.51684
89512c48912aeee, 51.91176, 4.45541
89668a27077edd9, 51.89812, 4.48973
8969a70be432ac0, 51.89473, 4.49231
898e6c59345768c, 51.91113, 4.43609
899fe4bcaaf2e93, 51.91173, 4.4388
89e0a536689c38b, 51.40786, 5.44135
8915f7d44fb4bff, 51.46193, 5.52254
89c8b312f3d1a47, 52.0339, 4.32916
8947c03df157eda, 52.05582, 4.32779
89b94aa722e31f4, 52.06146, 5.07595
89bd7eaf1566164, 52.05463, 5.1155
894b845053d2beb, 51.94447, 4.51117
89570052fae616e, 51.94764, 4.51471
89246dcf03f0c88, 52.38362, 4.85805
89216b98b977695, 52.36187, 4.93373
8998ab4c2217655, 52.0343, 4.32888
89552be59ce30e2, 52.054, 4.32939
89e1f908a4bafc5, 51.94576, 4.51347
89a6c0a5d1daa4a, 51.88442, 4.43008
89581174f1d0395, 52.05767, 5.1231
897a6d3efafc4a9, 52.08305, 5.16072
89fd2c18ddf6813, 51.47809, 5.44869
898d626f5ac4cd6, 51.46363, 5.52288
89a09e3b44bda5a, 51.40687, 5.45376
897ff3041ce5190, 51.42294, 5.50526
8900e32db08c0ed, 51.90702, 4.43772
89b5c6895307655, 51.91152, 4.454
89d01f21737fa87, 51.90025, 4.4939
8973ee03ccfc98c, 51.91132, 4.45168
8947ca5e660223c, 52.07758, 4.28197
8985100d2642556, 52.03138, 4.32887
890f293eac530ae, 52.05746, 5.07257
890a1f783e5b139, 52.05944, 5.0734
894634ab6e75bd8, 51.40698, 5.44352
8941e48d7f6e07a, 51.41974, 5.50167
89607dbdc728d09, 51.46658, 5.51388
890b2a11edd4f7e, 51.40535, 5.45259
89d45a5028b20d9, 52.10509, 5.13065
89c8fc88251de29, 52.0526, 5.12374
8903d3b659728c6, 52.09585, 4.30871
8925a80b9ec562a, 52.04641, 4.29193
8912e00ce7cc444, 51.90985, 4.43794
8994e50e605007f, 51.95602, 4.51807
89fe182e656b65d, 51.89723, 4.48931
89778653379f9e0, 51.91488, 4.45117
892a4fe05124c49, 52.40195, 4.95042
89cf5dbd756904f, 52.36029, 4.90647
893314a3851ee73, 51.94734, 4.5178
89cb7b342768f94, 51.91309, 4.45705
89f3f08868cf09e, 52.09136, 4.24619
8903ef25cade693, 52.042, 4.29138
89f566acd3f0382, 51.40701, 5.45644
890320d92ab9489, 51.42239, 5.50802
890e494e11da9ed, 51.42175, 5.50159
8956fcb84d215d7, 51.42094, 5.50043
893e0e4b22e1030, 51.40923, 5.44896
898a390c99651d3, 51.46737, 5.51463
894398472a43f95, 52.03165, 4.33526
89ce735e8eb2d83, 52.05612, 4.32917
89138fd2d5d1909, 52.08239, 5.16539
89a8cda5970080b, 52.10831, 5.13727
8958ec4f752e471, 52.36675, 4.9333
896e02ca214668b, 52.3592, 4.90378
8999e9690bf8719, 52.36008, 4.89904
89509777f877a1f, 52.38681, 4.85239
899c2b8154fba3f, 51.95549, 4.52507
89067bbd04e9fec, 51.91072, 4.45581
89f92dc40ba0db6, 51.95496, 4.52294
8913f683350411d, 51.89712, 4.49105
8961536d486909f, 52.32573, 4.90532
89484a20f1b8304, 52.4027, 4.94409
89e1b67fbeff9c2, 51.46378, 5.51765
89336923ce637ca, 51.46755, 5.51616
89fd668c58df8ce, 52.32809, 4.90357
8992ea0825eec14, 52.36398, 4.93537
896f3a8a2cd1820, 52.06202, 5.07399
897aa0fc94611bb, 52.10728, 5.13529
898aeac9e582f62, 52.05576, 4.32534
89c6b410ab00b82, 52.09464, 4.30861
89249b4c0e83eb8, 51.95426, 4.52494
8970f54c72c73fa, 51.88491, 4.4319
89cc2b021c0f4f9, 52.05629, 5.11719
89cc15d4f814e29, 52.11007, 5.13456
89fc0145d64118f, 52.34367, 4.84356
897e1e730fd3747, 52.4008, 4.9478
894f0ea8b404125, 51.94349, 4.51296
89b1b5aaca8d816, 51.94263, 4.51499
899c4d80a0b9d41, 52.05184, 4.32204
89a15791eb5a42e, 52.07753, 4.28312
89b95552d86596a, 52.0549, 4.3276
89f2a1b49f1d21d, 52.05698, 4.32872
89b5252edacff77, 52.08501, 5.16693
89674291289bf37, 52.06034, 5.07002
89ed0b9749a4d46, 52.07746, 4.27931
89af915be0d7ed4, 52.02935, 4.33732
894586c15d921e3, 51.40772, 5.44092
890a448c4c8ba4d, 51.466, 5.51773
896dd52cf2dd0ee, 52.09121, 4.31249
89d096c92e84da8, 52.08722, 4.24428
896a1d03a8d1053, 52.08126, 4.28536
895b367d0064aa1, 52.05597, 4.32739
89e21daeb18b2bf, 52.36363, 4.93448
8981850e5bf60a6, 52.40265, 4.94607
89601be1fa210d9, 51.40523, 5.452
893f3b13034d6fc, 51.48136, 5.45333
893e4bb2e8d118e, 52.32742, 4.89809
89c7ad2260f80bf, 52.34422, 4.8436
89b1ba265d261c4, 52.09265, 5.1723
8990bb7f3f79bcc, 52.10978, 5.13834
892b94779393839, 51.40519, 5.45629
89ee7c5bfa3ab85, 51.42147, 5.50859
89ba53761c1303a, 52.10585, 5.12918
89da47f93becc94, 52.09711, 5.17539
8971c5782e87cb8, 52.09383, 4.30483
89f141539504cef, 52.05188, 4.32066
89cb5e22a4a6805, 52.08449, 5.1637
89c64dc34adf417, 52.05432, 5.12151
89de3f50f5327ee, 52.34189, 4.84818
89d7639d058fe77, 52.36309, 4.90118
89796013945be30, 52.08148, 5.15942
890668524a22c5b, 52.06149, 5.07273
897b1c194d18514, 52.33048, 4.90168
8939a16f01885d3, 52.3847, 4.85744
891b57556f52da3, 52.0593, 5.07424
898501110553e86, 52.05762, 5.06779
898bca37b4d75b5, 52.08716, 4.24416
8964922b4939b01, 52.0791, 4.28063
89b1d73b72025bb, 51.46468, 5.51518
8984af523f43ae3, 51.40855, 5.45761
890473cf3d5b53d, 52.08444, 5.16206
89c8c9a46d39784, 52.05708, 5.06671
892e5dc26539cb6, 52.36077, 4.90396
89015ff946bcf5c, 52.40038, 4.94171
895f75fa2c7012f, 52.36145, 4.90165
89a5c6df4b64eea, 52.3888, 4.85738
89609d43867f45e, 52.04443, 4.29074
895c70102e6cb1b, 52.04631, 4.29633
892fbdac9523d1f, 51.91039, 4.45391
8900db448d6916a, 51.91438, 4.455
898f1cc9ddb97af, 52.111, 5.13761
89d5f200e2e82c4, 52.10749, 5.13121
899f6160bb1739f, 52.09429, 4.31071
89ad61d0edcecbe, 52.05199, 4.32696
89a81df844d05f4, 51.40454, 5.44865
89f3256985f2974, 51.40569, 5.45723
892c4fdefc35304, 52.32992, 4.89794
8985500d25abddf, 52.38717, 4.85683
896e7f7cfe9f527, 52.0784, 4.2873
8925536f9dfd53a, 52.03397, 4.33575
89bbfda1208ae98, 51.48051, 5.45041
89da8e739347935, 51.46763, 5.51502
896f9e585e05e64, 51.88461, 4.42738
8932f93ce26b205, 51.89908, 4.49187
8955965b9427431, 52.34083, 4.84479
894012471e2f4f6, 52.34475, 4.84807
8904a968389c342, 52.08711, 4.2528
890859f7e5f0cf0, 52.09156, 4.30889
89b95cb72996d6e, 51.91327, 4.45401
895766e84ae1932, 51.88686, 4.43368
89356bdc3dcebaf, 51.8955, 4.48971
89441aa6efcfbf1, 51.88745, 4.43132
8910eca10b65c49, 51.91068, 4.45903
895a8e0916318ca, 51.89558, 4.49135
89285cea5092698, 52.05647, 4.32436
89550c4bbb1fdfd, 52.03022, 4.33379
8992d563bcd171d, 52.09536, 4.3131
894b979136b775d, 52.08749, 4.25276
8912da8525ae48f, 52.02941, 4.33104
894ad555db33259, 52.04449, 4.28944
89ce9234587ac15, 51.91087, 4.45619
8958eb97d42fab7, 51.91017, 4.45797
89f2fd20b9374e0, 51.91129, 4.43911
893a388c9788337, 51.88804, 4.42817
8922d5437078c2f, 51.88331, 4.42927
898224c8436b000, 51.88748, 4.42816
89edef23b746a7c, 51.94539, 4.51476
899623caee54e3e, 51.89858, 4.49272
89fe37ef0ec52d0, 52.03078, 4.32908
8979299f0e682e8, 52.04441, 4.28968
890b14e8db2aef2, 52.07984, 4.28191
89a6a45a24a8cb4, 52.08789, 4.24553
8952a206a217f2d, 52.34422, 4.84904
89eb4b6a7844c34, 52.40584, 4.94744
89f5a5f8cd3a4c6, 52.3879, 4.85459
894386ca9579b1e, 52.38385, 4.86181
89396513dd35c75, 52.40526, 4.94683
8965e86a0d45d31, 52.34093, 4.84848
